         8472894 function calls (8457698 primitive calls) in 465.529 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
     4156    0.009    0.000    0.043    0.000 selectors.py:294(register)
     4156    0.004    0.000    0.055    0.000 selectors.py:308(_select)
     4156    0.019    0.000    0.081    0.000 selectors.py:312(select)
     4156    0.006    0.000    0.009    0.000 selectors.py:41(_fileobj_to_fd)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        3    0.000    0.000    0.000    0.000 selectors.py:543(_can_allocate)
     4156    0.007    0.000    0.030    0.000 selectors.py:565(DefaultSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
     4156    0.004    0.000    0.058    0.000 selectors.py:59(_syscall_wrapper)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:8(<module>)
     4198    0.005    0.000    0.024    0.000 sessions.py:119(resolve_redirects)
        1    0.000    0.000    0.000    0.000 sessions.py:315(Session)
        1    0.000    0.000    0.000    0.000 sessions.py:340(__init__)
     4198    0.090    0.000  462.455    0.110 sessions.py:589(send)
     4198    0.003    0.000    0.027    0.000 sessions.py:640(<listcomp>)
     4198    0.015    0.000    0.020    0.000 sessions.py:691(get_adapter)
        2    0.000    0.000    0.000    0.000 sessions.py:710(mount)
        2    0.000    0.000    0.000    0.000 sessions.py:716(<listcomp>)
        1    0.000    0.000    0.002    0.002 sessions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:96(SessionRedirectMixin)
     4198    0.006    0.000    0.019    0.000 sessions.py:98(get_redirect_target)
        1    0.000    0.000    0.014    0.014 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        4    0.000    0.000    0.029    0.007 six.py:114(_resolve)
        1    0.000    0.000    0.029    0.029 six.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        7    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.029    0.007 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        7    0.000    0.000    0.029    0.004 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      127    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.006    0.006 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
       10    0.000    0.000    0.000    0.000 sjisprober.py:37(__init__)
       20    0.000    0.000    0.000    0.000 sjisprober.py:44(reset)
       20    0.000    0.000    0.000    0.000 sjisprober.py:48(charset_name)
       20    0.000    0.000    0.000    0.000 sjisprober.py:52(language)
       20    0.000    0.000    0.000    0.000 sjisprober.py:89(get_confidence)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       43    0.001    0.000    0.001    0.000 socket.py:139(__init__)
     4198    0.069    0.000    0.095    0.000 socket.py:218(makefile)
     4198    0.009    0.000    0.010    0.000 socket.py:403(_decref_socketios)
       42    0.001    0.000    0.001    0.000 socket.py:409(_real_close)
       83    0.000    0.000    0.001    0.000 socket.py:413(close)
        1    0.000    0.000    0.006    0.006 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
     4198    0.019    0.000    0.019    0.000 socket.py:560(__init__)
     7937    0.049    0.000  455.445    0.057 socket.py:572(readinto)
    12135    0.013    0.000    0.013    0.000 socket.py:611(readable)
     4198    0.019    0.000    0.030    0.000 socket.py:649(close)
       42    0.000    0.000    0.015    0.000 socket.py:726(getaddrinfo)
      167    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      168    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      169    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      170    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       84    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.001    0.001 socks.py:23(<module>)
      204    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
      219    0.000    0.000    0.004    0.000 sre_compile.py:223(_compile_charset)
      219    0.002    0.000    0.003    0.000 sre_compile.py:250(_optimize_charset)
       32    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
       32    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
      189    0.000    0.000    0.000    0.000 sre_compile.py:388(_simple)
       11    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
    75/55    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
       44    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       67    0.000    0.000    0.002    0.000 sre_compile.py:482(_compile_info)
      134    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       67    0.000    0.000    0.012    0.000 sre_compile.py:542(_code)
       67    0.000    0.000    0.024    0.000 sre_compile.py:557(compile)
   450/67    0.002    0.000    0.010    0.000 sre_compile.py:64(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      450    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      682    0.000    0.000    0.000    0.000 sre_parse.py:159(__len__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
     1796    0.001    0.000    0.001    0.000 sre_parse.py:163(__getitem__)
      189    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
      730    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
  735/355    0.001    0.000    0.001    0.000 sre_parse.py:173(getwidth)
       67    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
     4350    0.001    0.000    0.001    0.000 sre_parse.py:232(__next)
     1254    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
     3846    0.001    0.000    0.002    0.000 sre_parse.py:253(get)
       10    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
       14    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
      635    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
      142    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
      164    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
   195/67    0.001    0.000    0.011    0.000 sre_parse.py:407(_parse_sub)
   236/74    0.004    0.000    0.011    0.000 sre_parse.py:469(_parse)
       67    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      334    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       67    0.000    0.000    0.001    0.000 sre_parse.py:829(fix_flags)
       99    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       67    0.000    0.000    0.012    0.000 sre_parse.py:845(parse)
       99    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      102    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:215(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:349(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:354(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:561(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        1    0.000    0.000    0.009    0.009 ssl.py:91(<module>)
        1    0.000    0.000    0.001    0.001 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
    16793    0.036    0.000    0.242    0.000 structures.py:42(__init__)
    42025    0.027    0.000    0.031    0.000 structures.py:48(__setitem__)
    50376    0.031    0.000    0.038    0.000 structures.py:53(__getitem__)
     8396    0.009    0.000    0.010    0.000 structures.py:59(__iter__)
    25188    0.006    0.000    0.006    0.000 structures.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
     4198    0.007    0.000    0.066    0.000 structures.py:82(copy)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:176(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.002    0.002 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:540(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.002    0.002 tags.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        4    0.000    0.000    0.000    0.000 threading.py:215(__init__)
     8407    0.009    0.000    0.013    0.000 threading.py:239(__enter__)
     8407    0.005    0.000    0.007    0.000 threading.py:242(__exit__)
     8407    0.006    0.000    0.012    0.000 threading.py:254(_is_owned)
     8407    0.029    0.000    0.042    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
     8401    0.038    0.000    0.038    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
    37785    0.007    0.000    0.007    0.000 timeout.py:103(_validate_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
     8396    0.011    0.000    0.024    0.000 timeout.py:156(clone)
     4198    0.003    0.000    0.005    0.000 timeout.py:171(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
     8397    0.002    0.000    0.002    0.000 timeout.py:195(connect_timeout)
     4198    0.003    0.000    0.003    0.000 timeout.py:213(read_timeout)
    12595    0.021    0.000    0.028    0.000 timeout.py:93(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        2    0.000    0.000    0.000    0.000 tree.py:100(__init__)
     2297    0.001    0.000    0.001    0.000 tree.py:120(__getitem__)
        1    0.001    0.001    0.259    0.259 tree.py:144(__print_backend)
      460    0.000    0.000    0.001    0.000 tree.py:171(get_label)
      459    0.000    0.000    0.000    0.000 tree.py:186(key)
        1    0.000    0.000    0.000    0.000 tree.py:195(__get)
      919    0.000    0.000    0.000    0.000 tree.py:198(filter_)
 2620/461    0.007    0.000    0.011    0.000 tree.py:213(__get_iter)
     1241    0.000    0.000    0.000    0.000 tree.py:227(<lambda>)
      460    0.001    0.000    0.001    0.000 tree.py:233(<listcomp>)
      460    0.000    0.000    0.001    0.000 tree.py:247(__update_bpointer)
      460    0.000    0.000    0.001    0.000 tree.py:251(__update_fpointer)
        1    0.000    0.000    0.000    0.000 tree.py:26(NodeIDAbsentError)
      460    0.002    0.000    0.004    0.000 tree.py:260(add_node)
      919    0.000    0.000    0.000    0.000 tree.py:305(contains)
      460    0.001    0.000    0.005    0.000 tree.py:309(create_node)
        1    0.000    0.000    0.000    0.000 tree.py:31(NodePropertyAbsentError)
        1    0.000    0.000    0.000    0.000 tree.py:36(MultipleRootError)
        1    0.000    0.000    0.000    0.000 tree.py:41(DuplicatedNodeIdError)
        1    0.000    0.000    0.000    0.000 tree.py:46(LinkPastRootNodeError)
        1    0.000    0.000    0.000    0.000 tree.py:54(InvalidLevelNumber)
        1    0.000    0.000    0.000    0.000 tree.py:58(LoopError)
        1    0.000    0.000    0.046    0.046 tree.py:6(<module>)
        1    0.000    0.000    0.259    0.259 tree.py:655(save2file)
      460    0.001    0.000    0.001    0.000 tree.py:658(_write_line)
        1    0.000    0.000    0.000    0.000 tree.py:66(python_2_unicode_compatible)
      460    0.200    0.000    0.245    0.001 tree.py:661(<lambda>)
        1    0.000    0.000    0.000    0.000 tree.py:86(Tree)
      215    0.000    0.000    0.000    0.000 types.py:135(__get__)
     3591    0.035    0.000    1.190    0.000 universaldetector.py:111(feed)
     3591    0.010    0.000    0.017    0.000 universaldetector.py:220(close)
        1    0.000    0.000    0.021    0.021 universaldetector.py:36(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
     3591    0.020    0.000    0.062    0.000 universaldetector.py:81(__init__)
     3591    0.009    0.000    0.009    0.000 universaldetector.py:94(reset)
        1    0.000    0.000    0.000    0.000 unpickler.py:36(_Proxy)
        1    0.000    0.000    0.000    0.000 unpickler.py:580(_trivialclassic)
        1    0.000    0.000    0.000    0.000 unpickler.py:73(_IDProxy)
        1    0.000    0.000    0.001    0.001 unpickler.py:9(<module>)
        1    0.000    0.000    0.000    0.000 unpickler.py:90(Unpickler)
        1    0.000    0.000    0.001    0.001 url.py:1(<module>)
     8396    0.041    0.000    0.118    0.000 url.py:132(parse_url)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
     8396    0.025    0.000    0.040    0.000 url.py:22(__new__)
     8396    0.019    0.000    0.028    0.000 url.py:99(split_first)
        1    0.000    0.000    0.001    0.001 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
       10    0.000    0.000    0.000    0.000 utf8prober.py:38(__init__)
       20    0.000    0.000    0.000    0.000 utf8prober.py:44(reset)
       40    0.000    0.000    0.000    0.000 utf8prober.py:49(charset_name)
       30    0.000    0.000    0.000    0.000 utf8prober.py:53(language)
       10    0.117    0.012    0.266    0.027 utf8prober.py:57(feed)
       30    0.000    0.000    0.000    0.000 utf8prober.py:76(get_confidence)
        1    0.000    0.000    0.017    0.017 util.py:1(<module>)
        1    0.000    0.000    0.010    0.010 util.py:11(<module>)
        6    0.000    0.000    0.000    0.000 util.py:32(is_type)
        6    0.000    0.000    0.000    0.000 util.py:448(translate_module_name)
        6    0.000    0.000    0.000    0.000 util.py:483(importable_name)
        1    0.000    0.000    0.003    0.003 util.py:55(find_library)
     4198    0.014    0.000    0.042    0.000 utils.py:244(to_key_val_list)
     4198    0.013    0.000    0.043    0.000 utils.py:410(get_encoding_from_headers)
     4198    0.001    0.000    0.001    0.000 utils.py:449(iter_slices)
        1    0.000    0.000    0.013    0.013 utils.py:5(<module>)
     4198    0.016    0.000    0.021    0.000 utils.py:500(unquote_unreserved)
    75687    0.023    0.000    0.040    0.000 utils.py:51(_has_surrogates)
     4198    0.008    0.000    0.075    0.000 utils.py:524(requote_uri)
     8396    0.031    0.000    0.150    0.000 utils.py:698(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:724(default_user_agent)
        1    0.000    0.000    0.000    0.000 utils.py:733(default_headers)
     4198    0.009    0.000    0.021    0.000 utils.py:854(check_header_validity)
        1    0.000    0.000    0.036    0.036 utils.py:9(<module>)
     4198    0.009    0.000    0.018    0.000 utils.py:99(super_len)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.026    0.026 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.001    0.001 wait.py:1(<module>)
     4156    0.001    0.000    0.001    0.000 wait.py:25(<listcomp>)
     4156    0.007    0.000    0.210    0.000 wait.py:29(wait_for_read)
     4156    0.030    0.000    0.203    0.000 wait.py:9(_wait_for_io_events)
        6    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        6    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
    83888    0.035    0.000    0.035    0.000 {built-in method __new__ of type object at 0x0000000071893430}
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      179    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      625    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       15    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        9    0.010    0.001    0.012    0.001 {built-in method _imp.create_dynamic}
       15    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        9    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
       92    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      201    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      880    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       42    0.014    0.000    0.015    0.000 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       67    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      251    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      438    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      511    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
     4198    0.008    0.000    0.008    0.000 {built-in method binascii.b2a_base64}
      504    0.009    0.000    0.019    0.000 {built-in method builtins.__build_class__}
    43/23    0.000    0.000    0.125    0.005 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     4198    0.002    0.000    0.002    0.000 {built-in method builtins.all}
      216    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     1190    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    204/1    0.008    0.000  465.577  465.577 {built-in method builtins.exec}
   103493    0.047    0.000    0.047    0.000 {built-in method builtins.getattr}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
123964/123547    0.056    0.000    0.086    0.000 {built-in method builtins.hasattr}
   580619    0.128    0.000    0.264    0.000 {built-in method builtins.isinstance}
  346/316    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
166212/165996    0.025    0.000    0.025    0.000 {built-in method builtins.len}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     8462    0.006    0.000    0.006    0.000 {built-in method builtins.max}
    16112    0.008    0.000    0.008    0.000 {built-in method builtins.min}
     8396    0.008    0.000    0.132    0.000 {built-in method builtins.next}
      686    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      727    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
     8397    0.013    0.000    0.013    0.000 {built-in method builtins.sorted}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      378    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      460    0.045    0.000    0.045    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      179    0.016    0.000    0.016    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      744    0.004    0.000    0.004    0.000 {built-in method now}
      630    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      153    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       16    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
      921    0.078    0.000    0.078    0.000 {built-in method nt.stat}
     4156    0.050    0.000    0.050    0.000 {built-in method select.select}
       23    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
     4198    0.002    0.000    0.002    0.000 {built-in method time.monotonic}
     8396    0.004    0.000    0.004    0.000 {built-in method time.perf_counter}
    16793    0.023    0.000    0.023    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
     4198    0.012    0.000    0.031    0.000 {function HTTPResponse.close at 0x000000A506355A60}
     4198    0.003    0.000    0.003    0.000 {function HTTPResponse.flush at 0x000000A506355AE8}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000000A5062C79D8}
      151    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
     8407    0.004    0.000    0.004    0.000 {method '__enter__' of '_thread.lock' objects}
     8407    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
       39    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
